Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
4,Card Schemes,Touch n Go Visa Prepaid Card,,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role) [INHERITED from TNG Digital Sdn Bhd - product brand governance],
3,MSBs,Touch n Go eWallet Sdn Bhd,,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),
3,MSBs,ToyyibPay Sdn Bhd,"NOT FOUND [Malaysian Shariah-compliant payment gateway founded 2019 (Bandar Tasik Selatan KL, 11-50 employees). toyyibpay.com has no leadership/team info. 5 LinkedIn employee names found (Zaiem Bakar, Muhammad Anwar, Atiqah Ghaffar, Nur Syakilah Rohaney, Ahmad Shahril Ibrahim) but individual profiles blocked - titles unknown. 0/7 target roles.]",,,,,,
4,Card Schemes,UOB Lazada Visa Card,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75] [INHERITED from UOB Malaysia Berhad - product brand governance]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite] [INHERITED from UOB Malaysia Berhad - product brand governance],Chang Yeong Gung (CFO) [INHERITED from UOB Malaysia Berhad - product brand governance],Tan Tii Lam (CRO) [INHERITED from UOB Malaysia Berhad - product brand governance],Loke Chee Keen Daniel (Head Compliance) [INHERITED from UOB Malaysia Berhad - product brand governance],Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations) [INHERITED from UOB Malaysia Berhad - product brand governance],Wong See Hong Bill (Head Internal Audit) [INHERITED from UOB Malaysia Berhad - product brand governance]
1,Licensed Banks,UOB Malaysia Berhad,"Tobias Gondrom (Group CISO, UOB Group) [Web search, conf 75]",Tan Tii Lam (CRO) + Loke Chee Keen Daniel (Compliance) [Group-level composite],Chang Yeong Gung (CFO),Tan Tii Lam (CRO),Loke Chee Keen Daniel (Head Compliance),Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations),Wong See Hong Bill (Head Internal Audit)
3,MSBs,Wallex Sdn Bhd,"NOT FOUND [Wallex = M-DAQ Global cross-border payments brand. Parent CEO: Tan Choon Seng (Group CEO M-DAQ, conf 90). No CISO/CFO/CRO/CTO/IA/GRC publicly named at Wallex or M-DAQ. Only compliance counsel (Indonesia-based) found.]",,,,"Dee Patria Adithana, GRCP (Legal & Compliance Counsel, M-DAQ Global - parent) [Official: wallex.asia/en-sg/about-us + LinkedIn id.linkedin.com/in/dee-patria-adithana, conf 80 - Indonesia-based, inherited to Wallex Malaysia entity. Wallex.com DNS-fails; correct domain wallex.asia. M-DAQ HQ Singapore, PJ Malaysia office.]",,
4,E-Money,WeChat Pay Malaysia (Tencent),,,,,,,
4,E-Money,WeChat Pay Malaysia Sdn Bhd,,,,,,,
3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,"NOT FOUND [Official: owners.wise.com/governance/leadership-team (10 Wise Plc executives) — no CISO, Head of Information Security, or similar title. Wise Plc has CISO function (FCA/PRA required) but below leadership-team level, not publicly disclosed. Wise Malaysia MSB local CISO unlikely. conf 35]","Jessica Winter (Chief Legal Officer / General Counsel, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 65 - General Counsel at UK fintechs typically oversees governance, risk, and compliance coordination; Wise Malaysia subsidiary inherits from parent]","Emmanuel Thomassin (Chief Financial Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","NOT FOUND [Official: owners.wise.com/governance/leadership-team — no CRO or Head of Risk on Wise Plc leadership page. Rohan Basu (Head of Global Operations, former Global Head of Financial Crime Operations) is closest functional match for financial crime risk. Wise Malaysia MSB likely has no local CRO. conf 30]","Nita Patel (Group Chief Compliance Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]","Harsh Sinha (Chief Technology Officer, Wise Plc global) [Official: owners.wise.com/governance/leadership-team, conf 95]",NOT FOUND [Official: owners.wise.com/governance/leadership-team — no Head of Internal Audit or Group Internal Audit Director. Wise Plc has Audit Committee at board level (UK Corporate Governance Code required) but IA head below leadership-team level. Wise Malaysia local IA likely outsourced. conf 35]
3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,"NOT FOUND [Malaysia entity formed via Payex acquisition 2023-2025. No Malaysia-specific CISO/CFO/CRO/Compliance/IA/GRC publicly listed. Parent Xendit (Indonesia unicorn) CTO inherited for CIO/CTO role. Offices in Penang + KL, 4500+ MY businesses onboarded.]",,,,,"Bo Chen (Chief Technology Officer, Xendit - parent) [Official: xendit.co/en/company/, conf 80 - inherited to Malaysia entity. Xendit acquired Payex (BNM-licensed) 2023, full acquisition 2025. Malaysia Country Manager: Jayson Poon (official press release Oct 2025, conf 98, non-target). GM Malaysia: Jason Siew (press release Sep 2025, conf 98, non-target). Parent CEO: Moses Lo, COO: Tessa Wijaya (non-target).]",
2,Insurers,Zurich Life Insurance Malaysia Berhad,"CEO: Pauline Teoh (Chief Executive Officer) [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders, conf 95]; Country Head: Junior Cho [Official: zurich.com.my, conf 95]",,,,,,"Onn Kien Hoe (Audit Committee Chair) [Zurich Life Insurance Malaysia Berhad AR 2025, conf 85 - board-level oversight]"
2,Takaful,Zurich Takaful Malaysia Berhad,"CEO: Nur Fatihah Mustafa (Chief Executive Officer) [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders, conf 95]; Exec Director: Junior Cho [Official: zurich.com.my, conf 95]",,,,,,
6,Fintech Registered,iPay88 (M) Sdn Bhd,Alex Wah|Head of IT Cum CISO|70|https://rocketreach.co/ipay88-management_b5e52ecdf42e67ac|iPay88 CISO (RocketReach source - MEDIUM confidence),,,,,,
3,MSBs,iPay88 (Malaysia) Sdn Bhd,Alex Wah|Head of IT Cum CISO|70|https://rocketreach.co/ipay88-management_b5e52ecdf42e67ac|iPay88 CISO (RocketReach source - MEDIUM confidence),,,,,,
1,Licensed Banks,Bank Muamalat Malaysia Berhad,"CEO: Khairul Kamarudin (President and CEO, CEO of the Year 2024 GIFA) [News: nst.com.my, bernama.com]","Nasha Phedra binti Amin (Head, Legal & Secretarial) [Official: muamalat.com.my]",Amirul Nasir Abdul Rahim (Chief Financial Officer) [Official: muamalat.com.my],Hamidi A Razak (Chief Risk Officer) [Official: muamalat.com.my],Wan Kamarudin Wan Omar (Chief Compliance Officer) [Official: muamalat.com.my],Ts. Megat Mohammad Faisal Khir Johari (Chief Technology Officer) [Official: muamalat.com.my],Faidzuel Bin Zain (Chief Internal Auditor) [Official: muamalat.com.my]
